customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback
CUST-000000,Female,1,Yes,Yes,1,No,No phone service,DSL,Month-to-month,Yes,Digital wallet,74.00,47.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000269,Male,0,No,No,12,Yes,Yes,No,Two year,No,Mailed check,39.25,260.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000270,Female,0,Yes,Yes,19,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,898.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000271,Male,0,Yes,Yes,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,The service works well but the price feels high; no major issues this month
CUST-000272,Female,1,No,No,33,Yes,Yes,No,Two year,Yes,Digital wallet,37.00,709.50,No,Setup was easy and the app is straightforward; new payment option is convenient
CUST-000273,Male,1,Yes,No,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000274,Female,0,Yes,No,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000275,Male,0,No,Yes,54,No,No phone service,No,Two year,No,Credit card (automatic),32.25,1168.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000276,Female,0,Yes,Yes,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,The service works well but the price feels high; no major issues this month
CUST-000277,Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000278,Female,0,No,No,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000279,Male,0,Yes,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000280,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000281,Male,1,No,Yes,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,The service works well but the price feels high; no major issues this month
CUST-000282,Female,0,Yes,No,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,1462.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000283,Male,0,Yes,No,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000284,Female,0,No,No,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000285,Male,0,Yes,Yes,52,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,2446.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000286,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,One year,Yes,Bank transfer (automatic),111.50,4725.00,No,The service works well but the price feels high; no major issues this month
CUST-000287,Male,0,No,No,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000288,Female,1,Yes,No,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000289,Male,1,Yes,No,8,Yes,Yes,Fiber optic,One year,No,Digital wallet,116.25,642.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000290,Female,0,No,Yes,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000291,Male,0,Yes,Yes,22,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1041.50,No,The service works well but the price feels high; no major issues this month
CUST-000292,Female,0,Yes,No,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000293,Male,0,No,No,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000294,Female,0,Yes,No,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000295,Male,0,Yes,Yes,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000296,Female,1,No,Yes,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,The service works well but the price feels high; no major issues this month
CUST-000297,Male,1,Yes,No,64,No,No phone service,DSL,Month-to-month,Yes,Mailed check,76.25,3010.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000298,Female,0,Yes,No,71,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,5685.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000299,Male,0,No,No,6,Yes,No,No,Two year,No,Credit card (automatic),30.75,136.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000300,Female,0,Yes,Yes,13,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,611.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000301,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,1602.50,No,The service works well but the price feels high; no major issues this month
CUST-000302,Female,0,No,No,27,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,585.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000303,Male,0,Yes,No,34,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1605.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000304,Female,1,Yes,No,41,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,3280.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000305,Male,1,No,Yes,48,Yes,Yes,No,Two year,No,Mailed check,39.25,1034.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000306,Female,0,Yes,Yes,55,Yes,No,DSL,Month-to-month,Yes,Digital wallet,72.50,2590.00,No,The service works well but the price feels high; new payment option is convenient
CUST-000307,Male,0,Yes,No,62,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4967.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000308,Female,0,No,No,69,No,No phone service,No,Two year,Yes,Electronic check,30.00,1483.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000309,Male,0,Yes,No,4,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,190.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000310,Female,0,Yes,Yes,11,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,885.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000311,Male,0,No,Yes,18,Yes,No,No,Two year,No,Credit card (automatic),30.75,394.50,No,The service works well but the price feels high; no major issues this month
CUST-000312,Female,1,Yes,No,25,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1175.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000313,Male,1,Yes,No,32,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,2562.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000314,Female,0,No,No,39,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,843.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000315,Male,0,Yes,Yes,46,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2169.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000316,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,4240.00,No,The service works well but the price feels high; no major issues this month
CUST-000317,Male,0,No,No,60,Yes,Yes,No,Two year,No,Mailed check,39.25,1292.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000318,Female,0,Yes,No,67,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,3154.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000319,Male,0,Yes,No,2,No,No phone service,Fiber optic,One year,No,Credit card (automatic),109.25,167.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000320,Female,1,No,Yes,9,Yes,Yes,No,Two year,Yes,Electronic check,37.00,193.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000321,Male,1,Yes,Yes,16,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,754.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000322,Female,0,Yes,No,23,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,1845.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000323,Male,0,No,No,30,Yes,No,No,Two year,No,Digital wallet,30.75,652.50,No,The connection is stable and billing is clear; new payment option is convenient
CUST-000324,Female,0,Yes,No,37,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1739.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000325,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,3522.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000326,Female,0,No,Yes,51,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1101.50,No,The service works well but the price feels high; no major issues this month
CUST-000327,Male,0,Yes,No,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000328,Female,1,Yes,No,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,5200.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000329,Male,1,No,No,72,Yes,Yes,No,Two year,No,Mailed check,39.25,1550.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000330,Female,0,Yes,Yes,7,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),74.00,334.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000331,Male,0,Yes,Yes,14,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,1127.50,No,The service works well but the price feels high; no major issues this month
CUST-000332,Female,0,No,No,21,Yes,Yes,No,Two year,Yes,Electronic check,37.00,451.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000333,Male,0,Yes,No,28,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1318.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000334,Female,0,Yes,No,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000335,Male,0,No,Yes,42,Yes,No,No,Two year,No,Credit card (automatic),30.75,910.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000336,Female,1,Yes,Yes,49,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2303.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000337,Male,1,Yes,No,56,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,4482.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000338,Female,0,No,No,63,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1359.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000339,Male,0,Yes,No,70,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,3297.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000340,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,One year,Yes,Digital wallet,118.50,400.00,No,Support was responsive and the package feels fair; new payment option is convenient
CUST-000341,Male,0,No,Yes,12,No,No phone service,No,Two year,No,Mailed check,32.25,260.50,No,The service works well but the price feels high; no major issues this month
CUST-000342,Female,0,Yes,No,19,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,898.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000343,Male,0,Yes,No,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000344,Female,1,No,No,33,Yes,Yes,No,Two year,Yes,Electronic check,37.00,709.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000345,Male,1,Yes,Yes,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000346,Female,0,Yes,Yes,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,The service works well but the price feels high; no major issues this month
CUST-000347,Male,0,No,No,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000348,Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000349,Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000350,Female,0,No,Yes,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000351,Male,0,Yes,Yes,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,The service works well but the price feels high; no major issues this month
CUST-000352,Female,1,Yes,No,17,No,No phone service,Fiber optic,One year,Yes,Electronic check,111.50,1360.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000353,Male,1,No,No,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000354,Female,0,Yes,No,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,1462.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000355,Male,0,Yes,Yes,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000356,Female,0,No,Yes,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,The service works well but the price feels high; no major issues this month
CUST-000357,Male,0,Yes,No,52,Yes,Yes,DSL,Month-to-month,Yes,Digital wallet,83.25,2446.50,No,Setup was easy and the app is straightforward; new payment option is convenient
CUST-000358,Female,0,Yes,No,59,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,4725.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000359,Male,0,No,No,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000360,Female,1,Yes,Yes,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000361,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,642.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000362,Female,0,No,No,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000363,Male,0,Yes,No,22,No,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),76.25,1041.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000364,Female,0,Yes,No,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000365,Male,0,No,Yes,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000366,Female,0,Yes,Yes,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,The service works well but the price feels high; no major issues this month
CUST-000367,Male,0,Yes,No,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000368,Female,1,No,No,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000369,Male,1,Yes,No,64,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,3010.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000370,Female,0,Yes,Yes,71,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,5685.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000371,Male,0,No,Yes,6,Yes,No,No,Two year,No,Credit card (automatic),30.75,136.50,No,The service works well but the price feels high; no major issues this month
CUST-000372,Female,0,Yes,No,13,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,611.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000373,Male,0,Yes,No,20,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,1602.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000374,Female,0,No,No,27,No,No phone service,No,Two year,Yes,Digital wallet,30.00,585.50,No,I would keep the plan if the monthly fee was lower; new payment option is convenient
CUST-000375,Male,0,Yes,Yes,34,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1605.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000376,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,3280.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000377,Male,1,No,No,48,Yes,Yes,No,Two year,No,Mailed check,39.25,1034.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000378,Female,0,Yes,No,55,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2590.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000379,Male,0,Yes,No,62,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4967.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000380,Female,0,No,Yes,69,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1483.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000381,Male,0,Yes,Yes,4,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,190.50,No,The service works well but the price feels high; no major issues this month
CUST-000382,Female,0,Yes,No,11,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,885.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000383,Male,0,No,No,18,Yes,No,No,Two year,No,Credit card (automatic),30.75,394.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000384,Female,1,Yes,No,25,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1175.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000385,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,One year,No,Mailed check,109.25,2562.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000386,Female,0,No,Yes,39,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,843.50,No,The service works well but the price feels high; no major issues this month
CUST-000387,Male,0,Yes,No,46,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2169.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000388,Female,0,Yes,No,53,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,4240.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000389,Male,0,No,No,60,Yes,Yes,No,Two year,No,Mailed check,39.25,1292.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000390,Female,0,Yes,Yes,67,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,3154.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000391,Male,0,Yes,Yes,2,Yes,No,Fiber optic,One year,No,Digital wallet,107.75,167.50,No,The service works well but the price feels high; new payment option is convenient
CUST-000392,Female,1,No,No,9,Yes,Yes,No,Two year,Yes,Electronic check,37.00,193.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000393,Male,1,Yes,No,16,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,754.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000394,Female,0,Yes,No,23,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,1845.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000395,Male,0,No,Yes,30,Yes,No,No,Two year,No,Credit card (automatic),30.75,652.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000396,Female,0,Yes,Yes,37,No,No phone service,DSL,Month-to-month,Yes,Electronic check,74.00,1739.00,No,The service works well but the price feels high; no major issues this month
CUST-000397,Male,0,Yes,No,44,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,3522.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000398,Female,0,No,No,51,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1101.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000399,Male,0,Yes,No,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000400,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,5200.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000401,Male,1,No,Yes,72,Yes,Yes,No,Two year,No,Mailed check,39.25,1550.50,No,The service works well but the price feels high; no major issues this month
CUST-000402,Female,0,Yes,No,7,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,334.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000403,Male,0,Yes,No,14,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,1127.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000404,Female,0,No,No,21,Yes,Yes,No,Two year,Yes,Electronic check,37.00,451.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000405,Male,0,Yes,Yes,28,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1318.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000406,Female,0,Yes,Yes,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,The service works well but the price feels high; no major issues this month
CUST-000407,Male,0,No,No,42,No,No phone service,No,Two year,No,Credit card (automatic),32.25,910.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000408,Female,1,Yes,No,49,Yes,Yes,DSL,Month-to-month,Yes,Digital wallet,81.00,2303.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000409,Male,1,Yes,No,56,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,4482.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000410,Female,0,No,Yes,63,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1359.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000411,Male,0,Yes,Yes,70,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,3297.50,No,The service works well but the price feels high; no major issues this month
CUST-000412,Female,0,Yes,No,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,400.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000413,Male,0,No,No,12,Yes,Yes,No,Two year,No,Mailed check,39.25,260.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000414,Female,0,Yes,No,19,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,898.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000415,Male,0,Yes,Yes,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000416,Female,1,No,Yes,33,Yes,Yes,No,Two year,Yes,Electronic check,37.00,709.50,No,The service works well but the price feels high; no major issues this month
CUST-000417,Male,1,Yes,No,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000418,Female,0,Yes,No,47,No,No phone service,Fiber optic,One year,Yes,Bank transfer (automatic),111.50,3765.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000419,Male,0,No,No,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000420,Female,0,Yes,Yes,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000421,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,The service works well but the price feels high; no major issues this month
CUST-000422,Female,0,No,No,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000423,Male,0,Yes,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000424,Female,1,Yes,No,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000425,Male,1,No,Yes,24,Yes,Yes,No,Two year,No,Digital wallet,39.25,518.50,No,Support was responsive and the package feels fair; new payment option is convenient
CUST-000426,Female,0,Yes,Yes,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,1462.00,No,The service works well but the price feels high; no major issues this month
CUST-000427,Male,0,Yes,No,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000428,Female,0,No,No,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000429,Male,0,Yes,No,52,No,No phone service,DSL,Month-to-month,Yes,Mailed check,76.25,2446.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000430,Female,0,Yes,Yes,59,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,4725.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000431,Male,0,No,Yes,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,The service works well but the price feels high; no major issues this month
CUST-000432,Female,1,Yes,No,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000433,Male,1,Yes,No,8,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,642.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000434,Female,0,No,No,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000435,Male,0,Yes,Yes,22,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1041.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000436,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,The service works well but the price feels high; no major issues this month
CUST-000437,Male,0,No,No,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000438,Female,0,Yes,No,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000439,Male,0,Yes,No,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
