customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineBackup,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-000222,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000223,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000224,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000225,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000226,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000227,Male,0,No,No,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000228,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000229,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000230,Female,0,No,Yes,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000231,Male,0,Yes,Yes,34,No,No phone service,DSL,No,Month-to-month,Yes,Credit card (automatic),58.25,1605.50,No
CUST-000232,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000233,Male,1,No,No,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000234,Female,0,Yes,No,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000235,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000236,Female,0,No,Yes,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000237,Male,0,Yes,No,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000238,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000239,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000240,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000241,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000242,Female,0,No,No,39,No,No phone service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.00,843.50,No
CUST-000243,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000244,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000245,Male,0,No,Yes,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000246,Female,0,Yes,Yes,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000247,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000248,Female,1,No,No,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000249,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000250,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000251,Male,0,No,Yes,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000252,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000253,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,One year,No,Mailed check,84.25,3522.50,No
CUST-000254,Female,0,No,No,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000255,Male,0,Yes,Yes,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000256,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000257,Male,1,No,No,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000258,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000259,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000260,Female,0,No,Yes,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000261,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000262,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000263,Male,0,No,No,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000264,Female,1,Yes,No,49,No,No phone service,DSL,No,Month-to-month,Yes,Electronic check,56.00,2303.00,Yes
CUST-000265,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000266,Female,0,No,Yes,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000267,Male,0,Yes,No,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000268,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000269,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000270,Female,0,Yes,Yes,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000271,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000272,Female,1,No,No,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000273,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000274,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000275,Male,0,No,Yes,54,No,No phone service,No,No internet service,Two year,No,Credit card (automatic),24.25,1168.50,No
CUST-000276,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000277,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000278,Female,0,No,No,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000279,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000280,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000281,Male,1,No,Yes,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000282,Female,0,Yes,No,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000283,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000284,Female,0,No,No,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000285,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000286,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),86.50,4725.00,No
CUST-000287,Male,0,No,No,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000288,Female,1,Yes,No,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000289,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000290,Female,0,No,Yes,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000291,Male,0,Yes,Yes,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000292,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000293,Male,0,No,No,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000294,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000295,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000296,Female,1,No,Yes,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000297,Male,1,Yes,No,64,No,No phone service,DSL,No,Month-to-month,Yes,Mailed check,58.25,3010.50,Yes
CUST-000298,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000299,Male,0,No,No,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000300,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000301,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000302,Female,0,No,No,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000303,Male,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000304,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000305,Male,1,No,Yes,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000306,Female,0,Yes,Yes,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000307,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000308,Female,0,No,No,69,No,No phone service,No,No internet service,Two year,Yes,Electronic check,22.00,1483.50,No
CUST-000309,Male,0,Yes,No,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000310,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000311,Male,0,No,Yes,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000312,Female,1,Yes,No,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000313,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000314,Female,0,No,No,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000315,Male,0,Yes,Yes,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000316,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000317,Male,0,No,No,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000318,Female,0,Yes,No,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000319,Male,0,Yes,No,2,No,No phone service,Fiber optic,Yes,One year,No,Credit card (automatic),84.25,167.50,No
CUST-000320,Female,1,No,Yes,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000321,Male,1,Yes,Yes,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000322,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000323,Male,0,No,No,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000324,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000325,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000326,Female,0,No,Yes,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000327,Male,0,Yes,No,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000328,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000329,Male,1,No,No,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000330,Female,0,Yes,Yes,7,No,No phone service,DSL,No,Month-to-month,Yes,Bank transfer (automatic),56.00,334.00,No
CUST-000331,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000332,Female,0,No,No,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000333,Male,0,Yes,No,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000334,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000335,Male,0,No,Yes,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000336,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000337,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000338,Female,0,No,No,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000339,Male,0,Yes,No,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000340,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000341,Male,0,No,Yes,12,No,No phone service,No,No internet service,Two year,No,Mailed check,24.25,260.50,No
CUST-000342,Female,0,Yes,No,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000343,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000344,Female,1,No,No,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000345,Male,1,Yes,Yes,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000346,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000347,Male,0,No,No,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000348,Female,0,Yes,No,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000349,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000350,Female,0,No,Yes,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000351,Male,0,Yes,Yes,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000352,Female,1,Yes,No,17,No,No phone service,Fiber optic,Yes,One year,Yes,Electronic check,86.50,1360.00,No
CUST-000353,Male,1,No,No,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000354,Female,0,Yes,No,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000355,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000356,Female,0,No,Yes,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000357,Male,0,Yes,No,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000358,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000359,Male,0,No,No,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000360,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000361,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000362,Female,0,No,No,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000363,Male,0,Yes,No,22,No,No phone service,DSL,No,Month-to-month,Yes,Credit card (automatic),58.25,1041.50,No
CUST-000364,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000365,Male,0,No,Yes,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000366,Female,0,Yes,Yes,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000367,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000368,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000369,Male,1,Yes,No,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000370,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000371,Male,0,No,Yes,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000372,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000373,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000374,Female,0,No,No,27,No,No phone service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.00,585.50,No
CUST-000375,Male,0,Yes,Yes,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000376,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000377,Male,1,No,No,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000378,Female,0,Yes,No,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000379,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000380,Female,0,No,Yes,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000381,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000382,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000383,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000384,Female,1,Yes,No,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000385,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,One year,No,Mailed check,84.25,2562.50,No
CUST-000386,Female,0,No,Yes,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000387,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000388,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000389,Male,0,No,No,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000390,Female,0,Yes,Yes,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000391,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000392,Female,1,No,No,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000393,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000394,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000395,Male,0,No,Yes,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000396,Female,0,Yes,Yes,37,No,No phone service,DSL,No,Month-to-month,Yes,Electronic check,56.00,1739.00,No
CUST-000397,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000398,Female,0,No,No,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000399,Male,0,Yes,No,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000400,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000401,Male,1,No,Yes,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000402,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000403,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000404,Female,0,No,No,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000405,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000406,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000407,Male,0,No,No,42,No,No phone service,No,No internet service,Two year,No,Credit card (automatic),24.25,910.50,No
CUST-000408,Female,1,Yes,No,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000409,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000410,Female,0,No,Yes,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000411,Male,0,Yes,Yes,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000412,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000413,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000414,Female,0,Yes,No,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000415,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000416,Female,1,No,Yes,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000417,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000418,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),86.50,3765.00,No
CUST-000419,Male,0,No,No,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000420,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000421,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000422,Female,0,No,No,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000423,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000424,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000425,Male,1,No,Yes,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000426,Female,0,Yes,Yes,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000427,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000428,Female,0,No,No,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000429,Male,0,Yes,No,52,No,No phone service,DSL,No,Month-to-month,Yes,Mailed check,58.25,2446.50,No
CUST-000430,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000431,Male,0,No,Yes,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000432,Female,1,Yes,No,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000433,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000434,Female,0,No,No,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000435,Male,0,Yes,Yes,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000436,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000437,Male,0,No,No,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000438,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000439,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000440,Female,1,No,Yes,57,No,No phone service,No,No internet service,Two year,Yes,Electronic check,22.00,1225.50,No
CUST-000441,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000442,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000443,Male,0,No,No,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000444,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000445,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
